Marca,SKU,Foto,Link site,Nome Marca,Nome Curadobia,Categoria,Sub-Categoria,Categoria Geral,Preço,Descrição do site,Grade,Tamanho do produto,Medidas,"Observação sobre Modelagem/Caimento (ex: reto, acinturado, oversized).",Tipo de tecido/material principal,Forro (sim/não),"Nível de transparência (ex: leve, média, zero).","Instruções de cuidado (ex: passa fácil, não amassa, pode lavar na máquina,  peça cede com uso; tecido com elastano).",Cor,"Tags de cores (ex: cor que alonga, combina com tudo)","Sazonalidade sugerida (ex: ideal para meia-estação, vai bem no verão com top por baixo).","Sugestões de tamanho por tipo de corpo  (ex: ideal para ombros largos, quadril estreito)",Ocasião Principal,Ocasião secundária,Ocasião ,Tempo médio de reposição.,Prazo médio de envio SEDEX para Sul e Sudeste,Prazo médio de envio PAC para Sul e Sudeste,Tipo de Frete,Tamanhos_Disponíveis,Grade_Completo,Medidas_Por_Tamanho
MyBasic,MB006003,,https://www.curadobia.com.br/my-basic/produto/camisa-molinha,CAMISA BJARNASON JEANS MEDIO,CAMISA RELAX,CAMISA,CAMISA,Parte de Cima,638,Camisa jeans molinha para usar sozinha ou como terceira peça. O tecido leve deixa a peça bem cara do ano todo. Tem cara de roupa boa para levar em viagem dessas que é só jogar por cima., PP / P / M / G / GG,M,"M – Comprimento total: 78cm, Busto: 118cm, Cintura: 120cm, Ombro a ombro: 53cm, Comprimento da manga: 62cm",,"100% Lyocell (tecido bem molinho e gostoso que amassa e deve parecer amassado mesmo, como um linho sabe?)",nan,nan,nan,Jeans Médio,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP, PP / P / M / G / GG,"M: M – Comprimento total: 78cm, Busto: 118cm, Cintura: 120cm, Ombro a ombro: 53cm, Comprimento da manga: 62cm | G: G – Comprimento total: 80cm, Busto: 122cm, Cintura: 124cm, Ombro a ombro: 55cm, Comprimento da manga: 63,5cm | PP: PP – Comprimento total: 74cm, Busto: 110cm, Cintura: 112cm, Ombro a ombro: 49cm, Comprimento da manga: 59cm | P: P – Comprimento total: 76cm, Busto: 114cm, Cintura: 116cm, Ombro a ombro: 51cm, Comprimento da manga: 61cm | GG: GG – Comprimento total: 83cm, Busto: 126cm, Cintura: 128cm, Ombro a ombro: 57cm, Comprimento da manga: 64,5cm"
MyBasic,MB006005,,https://www.curadobia.com.br/my-basic/produto/a-camisa-branca,CAMISA DINANT TRICOLINE DE ALGODÃO ASSIMÉTRICA BRANCA,A CAMISA BRANCA,CAMISA,CAMISA,Parte de Cima,528,"Camisa branca que faz a roupa. Tem um colarinho estruturado na medida para deixar levantadinho atrás, shape amplo modernoso, punho mais largo que já resolve o acabamento da manga sem precisar dobrar e assimetria estratégica na barra. Boa para usar por dentro ou por fora.
",PP / P / M / G / GG,GG,"GG - Comprimento frente: 76cm, Comprimento costas: 85cm, Busto: 77cm, Comprimento manga: 57cm, Largura punho: 12,5cm, Barra: 77cm, Ombro: 18cm, Cava manga: 33cm, Ombro a ombro: 50cm",,"97% Algodão 3% Elastano (mix de estrutura e conforto) 
Tricoline de algodão",nan,nan,nan,Branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"GG: GG - Comprimento frente: 76cm, Comprimento costas: 85cm, Busto: 77cm, Comprimento manga: 57cm, Largura punho: 12,5cm, Barra: 77cm, Ombro: 18cm, Cava manga: 33cm, Ombro a ombro: 50cm | M: M – Comprimento frente: 73cm, Comprimento costas: 82cm, Busto: 75,5cm, Comprimento manga: 55cm, Largura punho: 12,5cm, Barra: 73cm, Ombro: 17cm, Cava manga: 30,5cm, Ombro a ombro: 46,5cm | PP: PP – Comprimento frente: 71cm, Comprimento costas: 78cm, Busto: 72cm, Comprimento manga: 53cm, Largura punho: 12,5cm, Barra: 70cm, Ombro: 16,5cm, Cava manga: 30cm, Ombro a ombro: 45cm | P: P – Comprimento frente: 72cm, Comprimento costas: 79,5cm, Busto: 73cm, Comprimento manga: 54cm, Largura punho: 12,5cm, Barra: 71cm, Ombro: 17cm, Cava manga: 30,5cm, Ombro a ombro: 45,5cm | G: G – Comprimento frente: 75cm, Comprimento costas: 83cm, Busto: 76cm, Comprimento manga: 56cm, Largura punho: 12,5cm, Barra: 75cm, Ombro: 18cm, Cava manga: 32cm, Ombro a ombro: 48cm"
MyBasic,MB006006,,https://www.curadobia.com.br/my-basic/produto/vestido-bordo,VESTIDO AGALEGA NÓ FRONTAL,VESTIDO OLHA ELA,VESTIDO,VESTIDO,Peça única,698,"Sabe aquele sexy meio como quem não quer nada? Esse vestido por ter esses recortes que revelam mais a pele, em um material bem casual com o tricot consegue exatamente esse efeito. A escolha desse tom escuro que traz sofisticação, mas nem tão escuro assim que valoriza a textura da peça não foi escolhido por acaso. Escuro para fugir do pretinho que a gente já tem, mas alegre para entrar legal em ocasiões mais dia também.",XPP / PP / P / M / G / GG,M,"M – Busto: 98cm, Cintura: 80cm, Quadril: 104cm
",,"50% algodão, 50% acrílico.",nan,nan,nan,Bordô,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP / XPP,XPP / PP / P / M / G / GG,"M: M – Busto: 98cm, Cintura: 80cm, Quadril: 104cm
 | XPP: XPP – Busto: 84cm, Cintura: 66cm, Quadril: 90cm
 | PP: PP – Busto: 88cm, Cintura: 70cm, Quadril: 94cm | P: P – Busto: 92cm, Cintura: 74cm, Quadril: 98cm | G: G – Busto: 104cm, Cintura: 86cm, Quadril: 110cm | GG: GG – Busto: 110cm, Cintura: 92cm, Quadril: 116cm"
MyBasic,MB006008,,https://www.curadobia.com.br/my-basic/produto/camisa-listras-mybasic,CAMISA DINANT TRICOLINE DE ALGODÃO ASSIMÉTRICA LISTRA MARINHO,CAMISA TÔ CHIC,CAMISA,CAMISA,Parte de Cima,548,"Camisa em tricoline de algodão, com corte super especial é cheia de detalhes que fazem toda a diferença. Possui a modelagem ampla, punho largo com botões e mangas largas. Cool e versátil, ela é base para várias produções e pode ser usada de várias formas: Para dentro, para fora, aberta, fechadinha, com decote mais profundo ou mais certinho, com nozinho na frente.
",XPP / PP / P / M / G / GG,M,"M – Comprimento frente: 73cm, Comprimento costas: 82cm, Busto: 75,5cm, Comprimento manga: 55cm, Largura punho: 12,5cm, Barra: 73cm, Ombro: 17cm, Cava manga: 30,5cm, Ombro a ombro: 46,5cm",,"97% Algodão 3% Elastano (mix de estrutura e conforto) 
Tricoline de algodão",nan,nan,nan,Listrado azul e branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,XPP / PP / P / M / G / GG,"M: M – Comprimento frente: 73cm, Comprimento costas: 82cm, Busto: 75,5cm, Comprimento manga: 55cm, Largura punho: 12,5cm, Barra: 73cm, Ombro: 17cm, Cava manga: 30,5cm, Ombro a ombro: 46,5cm | G: G – Comprimento frente: 75cm, Comprimento costas: 83cm, Busto: 76cm, Comprimento manga: 56cm, Largura punho: 12,5cm, Barra: 75cm, Ombro: 18cm, Cava manga: 32cm, Ombro a ombro: 48cm | GG: GG - Comprimento frente: 76cm, Comprimento costas: 85cm, Busto: 77cm, Comprimento manga: 57cm, Largura punho: 12,5cm, Barra: 77cm, Ombro: 18cm, Cava manga: 33cm, Ombro a ombro: 50cm | PP: PP – Comprimento frente: 71cm, Comprimento costas: 78cm, Busto: 72cm, Comprimento manga: 53cm, Largura punho: 12,5cm, Barra: 70cm, Ombro: 16,5cm, Cava manga: 30cm, Ombro a ombro: 45cm | P: P – Comprimento frente: 72cm, Comprimento costas: 79,5cm, Busto: 73cm, Comprimento manga: 54cm, Largura punho: 12,5cm, Barra: 71cm, Ombro: 17cm, Cava manga: 30,5cm, Ombro a ombro: 45,5cm"
MyBasic,MB006009,,https://www.curadobia.com.br/my-basic/produto/calca-diferentex,Calça Dugi,CALÇA DIFERENTEX,CALÇA,CALÇA,Parte de Baixo,878,"Modelagem sofisticada e autêntica, esta calça se destaca pelo transpasse com amarração, um detalhe elegante que valoriza a cintura e permite ajuste perfeito ao corpo. Os bolsos laterais adicionam funcionalidade e praticidade ao design minimalista e versátil. Esta calça é feita com matéria-prima 100% biodegradável.",PP / P / M / G / GG,PP,"PP – Comprimento: 110cm, Cintura: 70cm, Quadril: 96cm",,50% linho e 50% viscose,nan,nan,nan,Cru,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P / PP,PP / P / M / G / GG,"PP: PP – Comprimento: 110cm, Cintura: 70cm, Quadril: 96cm | M: M – Comprimento: 112cm, Cintura: 78cm, Quadril: 104cm
 | G: G – Comprimento: 113cm, Cintura: 82cm, Quadril: 106cm
 | P: P – Comprimento: 111cm, Cintura: 75cm, Quadril: 100cm"
MyBasic,MB006010,,https://www.curadobia.com.br/my-basic/produto/trico-enfeitante,Regata Curaçau Marinho,TRICÔ ENFEITANTE,REGATA TRICÔ,BLUSA,Parte de Cima,"274,8","Um tricô que vale por uma blusa arrumadona. Esse decote nadador e a gola alta trazem um efeito de pele à mostra na medida para trabalhar e ainda cria uma certa sensualidade providencial para um visual mais noite. Tudo vai depender da composição. Super possivel para ser usado com sutiā também nadador. 
",PP / P / M / G / GG,P,"P – Comprimento: 58cm, Busto: 82cm, Abertura cava: 43cm",, 50% algodão e 50% acrilico,nan,nan,nan,Azul Marinho,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P / PP,PP / P / M / G / GG,"P: P – Comprimento: 58cm, Busto: 82cm, Abertura cava: 43cm | M: M – Comprimento: 60cm, Busto: 86cm, Abertura cava: 46cm | G: G – Comprimento: 62cm, Busto: 88cm, Abertura cava: 49cm
 | PP: PP – Comprimento: 56cm, Busto: 80cm, Abertura cava: 42cm"
MyBasic,MB006011,,https://www.curadobia.com.br/my-basic/produto/saia-ano-todo-MlSw,Saia Denver,SAIA ANO TODO,SAIA,SAIA,Parte de Baixo,688,"Saia boa é aquela que traz aquela cor e tecidos intermediários para composições com partes de cima e sapatos leves ou mais pesadonas. Esse modelo por ter um acabamento duplo, elástico na cintura e cimprimento midi preenche os requisitos de "" ano todo"" . Sem falar na modelagem evasê altamente democratica. ",PP / P / M / G / GG,PP,"PP - Cintura: 70cm, Quadril: 92cm",,"Tecido premium em algodão ( amassa um pouco ) , fabricado com fibras certificadas ambientalmente.",nan,nan,nan,Bege,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"PP: PP - Cintura: 70cm, Quadril: 92cm | P: PP – Cintura: 70cm, Quadril: 92cm | M: M – Cintura: 80cm, Quadril: 100cm | G: G – Cintura: 86cm, Quadril: 104cm | GG: GG - Cintura: 92cm, Quadril: 108cm"
MyBasic,MB006012,,https://www.curadobia.com.br/my-basic/produto/blusa-alongadora,Blusa Longa com Fenda Lateral em Tricot Cornwall,BLUSA ALONGADORA,BLUSA MANGA LONGA,BLUSA,Parte de Cima,628,"Por que está no CURADOBIA?

- Assimetria que tira o qualquer blusa do esperado;

- Trama finissima em tricô para o ano todo;

- Modelagem certinha para o comprimento não atrapalhar na proporção;

- Par perfeito para aquela parte de baixo lisona sem cós ou para uma boa legging. ",PP / P / M / G / GG,PP,"PP – Comprimento total: 124cm, Busto: 86cm, Cintura: 84cm, Quadril: 98cm, Comprimento da manga: 60cm",,"100% Viscose ( malha de tricô com toque fresquinho ) 
",nan,nan,nan,Verde,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"PP: PP – Comprimento total: 124cm, Busto: 86cm, Cintura: 84cm, Quadril: 98cm, Comprimento da manga: 60cm | P: P – Comprimento total: 126cm, Busto: 88cm, Cintura: 86cm, Quadril: 100cm, Comprimento da manga: 61cm | M: M – Comprimento total: 127cm, Busto: 92cm, Cintura: 90cm, Quadril: 104cm, Comprimento da manga: 63cm | G: G – Comprimento total: 129cm, Busto: 96cm, Cintura: 94cm, Quadril: 108cm, Comprimento da manga: 64cm | GG: GG – Comprimento total: 132cm, Busto: 102cm, Cintura: 98cm, Quadril: 112cm, Comprimento da manga: 65cm
"
MyBasic,MB006013,,https://www.curadobia.com.br/my-basic/produto/camisa-tersane-fendi,Camisa Tersane Fendi,CAMISA FRESQUINHA,CAMISA REGATA,CAMISA,Parte de Cima,598,"Por que está no CURADOBIA?

- Substitui a camisa branca tradicional para trabalhar no verão e meia estação;

- Manga curta sem recorte que traz importância para regata;

- Gola que faz as vezes de um colarinho modernoso;

- Comprimento para usar por dentro ou por fora do cós.
",PP / P / M / G / GG,M,"M – Comprimento: 55cm, Busto: 108cm",,"100% linho. ( para amassar mesmo, faz parte da beleza do tecido) ",nan,nan,nan,Fendi,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"M: M – Comprimento: 55cm, Busto: 108cm | GG: GG – Comprimento: 57cm, Busto: 116cm
 | PP: PP – Comprimento: 53cm, Busto: 100cm | P: P – Comprimento: 54cm, Busto: 104cm | G: G – Comprimento: 56cm, Busto: 112cm"
MyBasic,MB006015,,https://www.curadobia.com.br/my-basic/produto/vestido-doisemum,Vestido Ellis,VESTIDO DOIS EM UM ,VESTIDO,VESTIDO,Peça única,828,"Por que está no CURADOBIA?

- Diferentes materiais na mesma peça;

- Combinação fácil que valoriza o tecido e shape da saia;

- Tem bolso;

- Volume controlado pelo recorte na cintura;
",XPP / PP / P / M / G / GG,XPP,"XPP – Comp.: 118cm, Busto: 72cm, Cintura: 68cm, Quadril: 92cm
",,"Blusa- 64% Viscose / 29% Poliamida / 07% Elastano
Saia- 100% Poliamida",nan,nan,nan,Preto e verde,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP / XPP,XPP / PP / P / M / G / GG,"XPP: XPP – Comp.: 118cm, Busto: 72cm, Cintura: 68cm, Quadril: 92cm
 | P: P – Comp.: 122cm, Busto: 92cm, Cintura: 74cm, Quadril: 98cm
 | M: M – Comp.: 123,5cm, Busto: 98cm, Cintura: 80cm, Quadril: 104cm
 | G: G – Comp.: 124cm, Busto: 84cm, Cintura: 86cm, Quadril: 110cm
 | GG: GG – Comp.: —, Busto: 110cm, Cintura: 92cm, Quadril: 116cm

 | PP: PP – Comp.: 120cm, Busto: 88cm, Cintura: 70cm, Quadril: 94cm
"
Miti Shoes,MI030001,,https://www.curadobia.com.br/miti-shoes/produto/RASTEIRA-PAH,FLAT CLEO,RASTEIRA PAH,RASTEIRA,RASTEIRA,Sapato,559,"Flat em couro com fecho no tornozelo e bridão metálico no dedão.
",33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33,-,,Couro com solado em borracha,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33: - | 34: - | 36: - | 38: - | 39: - | 40: - | 35: - | 37: -
Miti Shoes,MI030002,,https://www.curadobia.com.br/miti-shoes/produto/SAND%C3%81LIA-GALERISTA,FLAT RAFAELA,SANDÁLIA GALERISTA,SANDÁLIA,SANDÁLIA,Sapato,720,"Inspirada na intensidade e teatralidade do flamenco, reinterpretada sob o olhar minucioso da estética oriental, conheça a SANDÁLIA GALERISTA
",33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33,-,,Couro com solado resinado,nan,nan,nan,Off-White,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33: - | 34: - | 35: - | 36: - | 37: - | 38: - | 40: - | 39: -
Miti Shoes,MI030003,,https://www.curadobia.com.br/miti-shoes/produto/flat-shoji,FLAT SHOJI,SANDÁLIA MINIMAL,SANDÁLIA,SANDÁLIA,Sapato,589,"Flat feita em couro tanto na parte externa quanto na parte inteira. Solado resinado e fecho regulável. Sua forma tem bico folha, portanto, é mais alongada. Escolha seu tamanho regular ou um tamanho menor em caso de pé mais estreito
",33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33,-,,Couro com solado resinado,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33 / 34 / 35 / 36 / 37 / 38 / 39 / 40,33: - | 34: - | 35: - | 36: - | 37: - | 38: - | 39: - | 40: -
Olive You,OY01001,,https://www.curadobia.com.br/olive-you/produto/vestido-dancante,VESTIDO VERÔNICA,VESTIDO DANÇANTE,VESTIDO,VESTIDO,Peça única,898,Vestido para chegar chegando naquele almoço arrumadão ou em um jantar na praia. Listrado para não enjoar e ainda deixar a roupa alegre na medida. Seu tecido casual faz toda a diferença no seu grau de despretensão. Possui uma alça reguladora para que seja legal ajustar no busto conforme fique mais confortável.,PP / P / M / G,P,"P – Busto: 70cm, Comprimento: 122cm",, 100% Algodão,nan,nan,nan,Listrado azul e branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P / PP,PP / P / M / G,"P: P – Busto: 70cm, Comprimento: 122cm | M: M – Busto: 72cm, Comprimento: 122cm | G: G – Busto: 74cm, Comprimento: 122cm | PP: -"
Olive You,OY01002,,https://www.curadobia.com.br/olive-you/produto/macacao-cool-olive-you-U7XA,MACACÃO NENA AZUL JEANS S25,MACACÃO COOL,MACACÃO,MACACÃO,Peça única,848,Macacão para chegar chegando naquele evento descolado. Azul levemente acinzentado com tecido em tricoline empapelada que dá um quê a mais para a peça. Possui zíper na parte frontal.,36 / 38 / 40 / 42,36,"36 – Ombro: 47cm, Cintura total: 66cm, Comprimento: 149cm",, 100% Algodão,nan,nan,nan,Azul levemente acinzentado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,36 / 38 / 40 / 42,36 / 38 / 40 / 42,"36: 36 – Ombro: 47cm, Cintura total: 66cm, Comprimento: 149cm | 38: 38 – Ombro: 48cm, Cintura total: 68cm, Comprimento: 149cm | 40: 40 – Ombro: 50cm, Cintura total: 70cm, Comprimento: 150cm | 42: 42 – Ombro: 51cm, Cintura total: 72cm, Comprimento: 151cm"
Olive You,OY01003,,https://www.curadobia.com.br/olive-you/produto/bermuda-viajante,Bermuda Listrada Marinho ,BERMUDA VIAJANTE,BERMUDA,BERMUDA,Parte de Baixo,498,A bermuda possui cintura alta e bolsos laterais.  A bermuda é leve e macia e faz conjunto com a camisa viajante https://www.curadobia.com.br/olive-you/produto/camisa-viajante,36 / 38 / 40 / 42,36,"36 – Cintura: 70cm, Quadril: 98cm, Comprimento: 66cm",, 100% Algodão,nan,nan,nan,Azul e Branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,36 / 38 / 40 / 42,36 / 38 / 40 / 42 / 38 / 38 / 40 / 42 / 37 / 38 / 40 / 42,"36: 36 – Cintura: 70cm, Quadril: 98cm, Comprimento: 66cm | 38: 38 – Cintura: 74cm, Quadril: 104cm, Comprimento: 67cm | 40: 40 – Cintura: 78cm, Quadril: 110cm, Comprimento: 68cm | 42: 42 - cintura 82cm; quadril 112cm; comprimento 69cm. "
Olive You,OY01004,,https://www.curadobia.com.br/olive-you/produto/camisa-viajante,Camisa Oba Listrada,CAMISA VIAJANTE,CAMISA,CAMISA,Parte de Cima,498,"A camisa é de modelagem ampla com fechamento frontal por botões de madrepérola, gola italiana e punhos marcados. A camisa é curinga em diferentes produções e faz conjunto com a bermuda viajante https://www.curadobia.com.br/olive-you/produto/bermuda-viajante",P / M / G ,P,"P – Ombro: 45cm, Busto: 102cm, Comprimento: 74cm",, 100% Algodão,nan,nan,nan,Azul e Branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / P,P / M / G ,"P: P – Ombro: 45cm, Busto: 102cm, Comprimento: 74cm | G: G – Ombro: 48cm, Busto: 110cm, Comprimento: 78cm"
Olive You,OY01005,,https://www.curadobia.com.br/olive-you/produto/camisa-viajante,Camisa Oba Listrada,CAMISA VIAJANTE,CAMISA,CAMISA,Parte de Cima,498,"A camisa é de modelagem ampla com fechamento frontal por botões de madrepérola, gola italiana e punhos marcados. A camisa é curinga em diferentes produções e faz conjunto com a bermuda viajante https://www.curadobia.com.br/olive-you/produto/bermuda-viajante",P / M / G ,M,"M – Ombro: 46cm, Busto: 106cm, Comprimento: 76cm",, 100% Algodão,nan,nan,nan,Azul e Branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P,P / M / G ,"M: M – Ombro: 46cm, Busto: 106cm, Comprimento: 76cm | M: M – Ombro: 45cm, Comprimento: 69cm, Cintura: 94cm | G: G – Ombro: 48cm, Comprimento: 70cm, Cintura: 96cm | P: P – Ombro: 43cm, Comprimento: 60cm, Cintura: 90cm"
Revival,RE014001,,https://www.curadobia.com.br/revival-brasil/produto/body-classudao,BODY DECOTE NOVO MANGA UNICA SEM MANGA,BODY CLASSUDÃO,BODY REGATA,BODY,Parte de Cima,"439,9","Por que está no CURADOBIA?

- Decote assimétrico que enfeita;

- Acabamento duplo sem volume e fresco;

- Tecido não amassa e não precisa passar;

- Sem elástico na parte de trás para não marcar;",PP / P / M / G / GG / GGG,PP,"PP – Busto: 79–85cm, Cintura: 59–66cm, Quadril: 87–94cm",,"92% poliamida e 8% elastano, forro: 87% poliamida e 13% elastano
(forro  de poliamida traz uma sensação agradável no contato com a pele por não ter a mesma textura da peça principal)",nan,nan,nan,Verde,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / GGG / M / P / PP,PP / P / M / G / GG / GGG,"PP: PP – Busto: 79–85cm, Cintura: 59–66cm, Quadril: 87–94cm | M: M – Busto: 93–98cm, Cintura: 74–80cm, Quadril: 101–107cm | G: G – Busto: 99–103cm, Cintura: 81–86cm, Quadril: 108–114cm | GG: GG – Busto: 104–110cm, Cintura: 87–93cm, Quadril: 115–121cm | P: P – Busto: 86–92cm, Cintura: 67–73cm, Quadril: 95–100cm
 | GGG: GGG – Busto: 111–115cm, Cintura: 94–102cm, Quadril: 122–130cm
"
Revival,RE014002,,https://www.curadobia.com.br/revival-brasil/produto/body-decote-canoa-sem-manga,BODY DECOTE CANOA,BODY COMBINANTE,BODY REGATA,BODY,Parte de Cima,"439,9",nan,PP / P / M / G / GG / GGG,G,"G – Busto: 99–103cm, Cintura: 81–86cm, Quadril: 108–114cm",,"92% poliamida e 8% elastano, forro: 87% poliamida e 13% elastano
(forro  de poliamida traz uma sensação agradável no contato com a pele por não ter a mesma textura da peça principal)",nan,nan,nan,Cinza,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / GGG / M / P / PP,PP / P / M / G / GG / GGG,"G: G – Busto: 99–103cm, Cintura: 81–86cm, Quadril: 108–114cm | GG: GG – Busto: 104–110cm, Cintura: 87–93cm, Quadril: 115–121cm | PP: PP – Busto: 79–85cm, Cintura: 59–66cm, Quadril: 87–94cm | P: P – Busto: 86–92cm, Cintura: 67–73cm, Quadril: 95–100cm | M: M – Busto: 93–98cm, Cintura: 74–80cm, Quadril: 101–107cm | GGG: GGG – Busto: 111–115cm, Cintura: 94–102cm, Quadril: 122–130cm
"
Revival,RE014003,,https://www.curadobia.com.br/revival-brasil/produto/body-segunda-pele,Body Tule + Top - Revival,BODY SEGUNDA PELE,BODY MANGA LONGA,BODY,Parte de Cima,"439,9",nan,PP / P / M / G / GG / GGG,PP,"PP – Busto: 79–85cm, Cintura: 59–66cm, Quadril: 87–94cm
",,nan,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / GGG / M / P / PP,PP / P / M / G / GG / GGG,"PP: PP – Busto: 79–85cm, Cintura: 59–66cm, Quadril: 87–94cm
 | P: P – Busto: 86–92cm, Cintura: 67–73cm, Quadril: 95–100cm
 | G: G – Busto: 99–103cm, Cintura: 81–86cm, Quadril: 108–114cm
 | GGG: G – Busto: 99–103cm, Cintura: 81–86cm, Quadril: 108–114cm
 | M: M – Busto: 93–98cm, Cintura: 74–80cm, Quadril: 101–107cm | GG: GG – Busto: 104–110cm, Cintura: 87–93cm, Quadril: 115–121cm
"
Reptilia,RP025001,,https://www.curadobia.com.br/reptilia/produto/camisa-de-responsa,Jaqueta Anjo Tricoline Off,CAMISA DE RESPONSA,CAMISA,CAMISA,Parte de Cima,997,"Por que está no CURADOBIA?

- Camisa com importância de um blazer ou uma jaqueta;

- Volume que transforma o clássico;

- Gola que se tranforma conforme o zíper sobe ou desce;

- Pode ser usada como camisa ou como jaqueta
",PP / P / M / G,PP,"PP – Comprimento frente: 83,5cm, Largura na altura da barra: 88,5cm",,"Tricoline super premium 100% algodão, leve e bem estruturado.
",nan,nan,nan,Branco,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P / PP,PP / P / M / G,"PP: PP – Comprimento frente: 83,5cm, Largura na altura da barra: 88,5cm | P: P – Comprimento frente: 85cm, Largura na altura da barra: 91,5cm | M: M – Comprimento frente: 86,5cm, Largura na altura da barra: 95cm | G: G – Comprimento frente: 88cm, Largura na altura da barra: 97cm"
Reptilia,RP025002,,https://www.curadobia.com.br/reptilia/produto/jaqueta-CHEGUEI,Jaqueta Coulissê Pietro Blue,JAQUETA CHEGUEI,JAQUETA,CASACO/JAQUETA,Terceira Peça,1297,"Por que está no CURADOBIA? 

-  Aquela jaqueta que faz a roupa;

- Gola importante de volume ajustável, pode ficar mais ou menos franzida;

- Peça que faz as vezes de uma jaqueta jeans;

- Cordas ultilitárias que enfeitam e tranformam comprimento e volume das peça. 
",PP / P / M / G / GG,PP,"PP – Busto: 106cm, Comprimento frente: 60cm",,100% algodão origem brasileira.,nan,nan,nan,Azul Jeans,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"PP: PP – Busto: 106cm, Comprimento frente: 60cm | G: G – Busto: 150cm, Comprimento frente: 68cm | GG: GG – Busto: 158cm, Comprimento frente: 70cm
 | P: P – Busto: 128cm, Comprimento frente: 62cm | M: M – Busto: 150cm, Comprimento frente: 64cm"
