mensagem,categoria,confianca
"Bom dia,
Estou em férias entre 26/09 e 07/10/24. 

Envie exames e demais solicitações para a secretária que atenderá sua demanda +55 11 98833 7851. 

Em caso de urgência fora do horário comercial, ligar para:
- Drs Leandro Lara do Prado(11) 97547-7555 ou
- Vanessa Posener +55 (11) 93004-6775",nao_identificado,0.9
"Olá. Chamei vcs, q gentilmente me responderam e eu não continuei.
Estou em Paris e imagino q Bia também pq tem fashion week. Lógico q não farei a grosseria de chamá-la para trabalho, mas se ela quiser tomar 1 café, será um prazer.",solicitacao_contato,0.8
Olá,saudacao,0.95
Feliz 2025!,saudacao,0.9
Ola,saudacao,0.95
Será que a Bia faz consultoria individual?,solicitacao_informacao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Que legal!! Aguardo mais informações sobre o evento! 🥰,evento_presencial,0.95
"Oieee bom dia
Sou Marcia 
Interior de São Paulo 
Estou interessada no vestido preto que Bia mostrou no “ jantar da diretoria “",interesse_produto,0.95
<anexado: 00000004-PHOTO-2024-12-01-09-51-07.jpg>,nao_identificado,0.9
<anexado: 00000005-PHOTO-2024-12-01-09-51-10.jpg>,nao_identificado,0.9
<anexado: 00000006-PHOTO-2024-12-01-09-54-10.jpg>,nao_identificado,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Marcia P está na sua lista de contatos,mensagem_sistema,0.9
<anexado: 00000009-PHOTO-2024-12-02-13-09-35.jpg>,nao_identificado,0.9
Obrigada,agradecimento,0.95
"Boa noite
Ainda não recebi meu pedido da blusa Pah
Você poderia verificar?",rastreamento_pedido,0.98
"Meninas recebi hoje a blusa
Lindissima 
Mas ficou grande e eu gostaria de saber se da pra trocar pela M
E qto tempo demora a troca",troca_devolucao,0.95
"Ok
Porque eu adorei a blusa
E chiquerrima
Estou louca pra usar",agradecimento,0.9
Assim que você puder me avisa ok? Super obrigada,agradecimento,0.8
"Ok
Obrigada",confirmacao,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",mensagem_sistema,0.9
"que pena, não consegui participar. tive um evento do trabalho",evento_presencial,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Obrigada,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
oi preciso trocar pela M. Como podemos fazer? Desculpem se não atendi no outro número!,troca_devolucao,0.99
<anexado: 00000005-Nauanin.vcf>,nao_identificado,0.9
"👆🏻tentei falar e enviei mensagem nesse número, desencontramos. Que bom que entraram em contato agradeço",solicitacao_contato,0.8
<anexado: 00000007-PHOTO-2024-11-07-12-32-24.jpg>,nao_identificado,0.8
<anexado: 00000008-PHOTO-2024-11-07-12-33-10.jpg>,nao_identificado,0.9
"Precisa ser menor, então é o 1certo?",duvida_produto,0.9
Diz que não localizam essa nota.,rastreamento_pedido,0.85
<anexado: 00000014-PHOTO-2024-11-07-18-27-25.jpg>,nao_identificado,0.9
numero 011.463,nao_identificado,0.9
<anexado: 00000017-PHOTO-2024-11-08-14-39-33.jpg>,nao_identificado,0.8
difícil minha gente!,reacao_emocional,0.8
pode ser outra cor. Não printei o número para o reverso do correio e não tenho o número. Pode enviar por favor?,troca_devolucao,0.9
sim. Eu não printei a tela com o número do reverso do correio  e não acesso mais. Vc pode me enviar o número do reverso? <Mensagem editada>,troca_devolucao,0.9
obrigada,agradecimento,0.95
"enviei a jaqueta congorme as instruções e sté agora nenhuma posição. Não recomendo para ninguém comprar de vocês, é um descado, um desrespeito!",troca_devolucao,0.9
"não recebi nada, nem um recadinho!",rastreamento_pedido,0.9
"Agora Já entraram em contato, tudo encaminhado. Muito obrigada.",agradecimento,0.95
Mary Risso entrou em contato comigo,nao_identificado,0.8
"oi, pessoal, tudo bem?",saudacao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Mariana Picchi - Cliente está na sua lista de contatos,mensagem_sistema,0.95
"queria saber quando vcs vão ter novamente o brinco cleanzão olivve, por favor.",reposicao_estoque,0.95
que boa notícia!! muito obrigada 😊,agradecimento,0.95
"oi, pessoal, tudo bem?",saudacao,0.95
"comprei uma regata pelo site de vcs e chegou hoje.

no meu pedido a cor era preta mas veio na cor off white…",troca_devolucao,0.95
<anexado: 00000011-PHOTO-2024-10-23-16-26-51.jpg>,nao_identificado,0.9
<anexado: 00000012-PHOTO-2024-10-23-16-27-32.jpg>,nao_identificado,0.9
a off white é linda mas eu queria na preta rs…,interesse_produto,0.8
inclusive no site só tem a preta…,duvida_produto,0.9
"oi, pessoal, tudo bem?",saudacao,0.95
desculpem minha demora no retorno.,nao_identificado,0.8
"olha, mudei de ideia rs…",reacao_emocional,0.8
"vou ficar com a off white mesmo, ok?",confirmacao,0.9
"sim, meu email é esse mesmo mas gostei muito da off white e decidi ficar com ela mesmo.",confirmacao,0.9
obrigada pelo retorno 😊,agradecimento,0.95
eu quem agradeço 😊,agradecimento,0.9
"oi, pessoal, bom dia!!
tudo bem?",saudacao,0.95
"queria saber quando vcs vão ter essa calça novamente, por favor ⤵️",reposicao_estoque,0.95
<anexado: 00000028-PHOTO-2024-11-14-06-42-07.jpg>,nao_identificado,0.9
no tamanho 38,duvida_produto,0.9
grata 😊,agradecimento,0.95
"joia, muito obrigada 😊👍",agradecimento,0.9
"oi, pessoal, boa tarde!!
tudo bem?

vcs têm previsão de quando terão essa calça no tam 38, por favor?",reposicao_estoque,0.95
joia!! muito obrigada pelo retorno.,agradecimento,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.8
<anexado: 00000003-PHOTO-2024-12-09-13-31-04.jpg>,nao_identificado,0.9
Pq fiz 2 tentativas,nao_identificado,0.8
Vou fazer de novo,confirmacao,0.8
Me manda o pix,solicitacao_informacao,0.8
Mais fácil,nao_identificado,0.8
<anexado: 00000014-PHOTO-2024-12-09-13-59-54.jpg>,nao_identificado,0.9
Veja se foi,confirmacao,0.8
Oba!! 💃🏻,reacao_emocional,0.9
Entrega na casa da Bia né?!,rastreamento_pedido,0.9
"Boa noite, meu nome é marina, recebi meu pedido #222 e gostaria de solicitar a devolucao, pois nao serviu",troca_devolucao,0.98
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Marina está na sua lista de contatos,mensagem_sistema,0.9
"Ola, estou em contato com a Marina da d-aura. Ela me enviou o cod para troca da peca",troca_devolucao,0.9
"Bom dia, enviei email com copia para vcs, vi que a devolucao da saia foi entregue ontem. Gostaria de saber a previsao de receber a reposicao por favor",troca_devolucao,0.9
<anexado: 00000010-PHOTO-2024-10-11-09-22-09.jpg>,nao_identificado,0.8
Esse cod e dos correios?,rastreamento_pedido,0.95
Ola td bem?,saudacao,0.95
Onde acho essa blusa no site? <Mensagem editada>,solicitacao_informacao,0.9
<anexado: 00000005-PHOTO-2024-12-01-11-31-38.jpg>,nao_identificado,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Mayra está na sua lista de contatos,mensagem_sistema,0.9
Obrigada,agradecimento,0.95
Olá! Enviando essa mensagem para confirmar minha presença no evento presencial do Curadobia dia 03/12/2024💕,evento_presencial,0.95
Oi,saudacao,0.9
Tudo bem?!?,saudacao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Mel está na sua lista de contatos,mensagem_sistema,0.9
"Você tem um grupo de Whats, onde postam novidades?",solicitacao_informacao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Bom dia !,saudacao,0.95
"Sim , gostaria de devolver",troca_devolucao,0.95
"Obrigada
Foi uma questão de gosto pessoal mesmo
O modelo mais oversized não é muito meu estilo mas queria experimentar essa modelagem",agradecimento,0.9
<anexado: 00000007-PHOTO-2024-11-06-11-18-34.jpg>,nao_identificado,0.9
Não aparece a opção de devolução,troca_devolucao,0.95
Somente troca,troca_devolucao,0.95
Sim,confirmacao,0.9
Boa tarde,saudacao,0.9
Poderiam informar quando o estorno será feito ?,troca_devolucao,0.9
Vou checar,confirmacao,0.8
"Entrou aqui !
Obrigada",agradecimento,0.95
Obrigada,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",mensagem_sistema,0.9
Infelizmente não conseguirei participar 😩,evento_presencial,0.8
"Ola. Eu amei a SAIA UNICA D-aura, mas infelizmente não deu certo, nem o Tam 1 nem o tam 3. Comprei o Tam 1 me baseando nas medidas, tenho cintura 75 e quadril 95. A saia tem um elástico na cintura muito firme e “ pouco elástico “, não subiu no meu quadril. Troquei pelo tam 3 e ficou enorme em mim. Talvez se tivesse um zíper embutido na lateral o tam 1 daria perfeitamente em mim.",troca_devolucao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Eu adorei! Já confirmei a presença e já salvando o contato aqui! 🥰,evento_presencial,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"oi! tive um imprevisto aqui, acho que nao conseguirei entrar 😕",nao_identificado,0.8
"obrigada 🫶

espero que tenha sido legal! na próxima eu vou!",agradecimento,0.9
super obrigada,agradecimento,0.95
"bom dia, sem problemas",saudacao,0.8
obrigada,agradecimento,0.95
Oi bom dia,saudacao,0.95
imagem ocultada,nao_identificado,0.8
imagem ocultada,nao_identificado,1.0
Até o momento esse meu pedido nao foi postado,rastreamento_pedido,0.95
Qual o problema?,nao_identificado,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Priscila está na sua lista de contatos,mensagem_sistema,0.9
Onde comprar e como?,solicitacao_informacao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Renata está na sua lista de contatos,mensagem_sistema,0.9
Bom dia!! Ok,saudacao,0.9
Tks,agradecimento,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.8
Renata Sayão - Cliente está na sua lista de contatos,mensagem_sistema,0.9
Ah sim,confirmacao,0.9
"Ele
Não fechou 🫣 comprei sem experimentar",troca_devolucao,0.9
E ele eh G,duvida_produto,0.9
Achei estranho até,reacao_emocional,0.8
Pode super,nao_identificado,0.8
"Me avisa se quiser vou lá na loja dele
Trocar",troca_devolucao,0.9
Ok obrigada,agradecimento,0.95
Olá entregue lá na portaria,rastreamento_pedido,0.8
Vc pede pra checarem ?,solicitacao_informacao,0.8
<anexado: 00000016-PHOTO-2024-12-10-16-54-16.jpg>,nao_identificado,0.9
<anexado: 00000017-PHOTO-2024-12-10-16-54-17.jpg>,nao_identificado,0.9
Ah obrigada,agradecimento,0.95
Meu pix eh meu telefone 11981017718,solicitacao_informacao,0.8
Obrigada super,agradecimento,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Ok! Semana corrida, vou salvar sim",confirmacao,0.9
Vou tentar!,confirmacao,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Olá! Já confirmei participação,confirmacao,0.9
Boa tarde🌸,saudacao,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Rosangela está na sua lista de contatos,mensagem_sistema,0.9
"Acabei de receber uma saia lindíssima de vcs, mas infelizmente ficou pequena ☹️",troca_devolucao,0.95
Gostaria de trocar a saia. Como devo proceder?,troca_devolucao,0.98
<anexado: 00000006-PHOTO-2024-12-10-13-43-22.jpg>,nao_identificado,0.9
Sim! O e-mail esta correto 👍,confirmacao,0.9
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Queria muito participar mas não consigo nesse dia! Espero que tenham mais encontros como esse!!,evento_presencial,0.95
Eba!! Eu vou amar participar!,reacao_emocional,0.9
Olaa boa tarde!,saudacao,0.95
Queria saber se o jeans clarão vai ter reposição ainda esse ano,reposicao_estoque,0.95
Ahh que pena! Por enquanto não! Obrigada!,reacao_emocional,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
"Muito obrigada!
Fiz a compra do vestido branco! 
Quando o preto estiver em estoque no tamanho 38 vocês me avisam por favor?",reposicao_estoque,0.9
Obrigada e um abraço!,agradecimento,0.95
<anexado: 00000019-STICKER-2024-12-09-11-21-51.webp>,nao_identificado,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Oie,saudacao,0.95
"Eu que agradeço pelo evento, foi maravilhoso ver as peças ao vivo",evento_presencial,0.95
Ai que alegria!!! Eu amei demais essa camisa,agradecimento,0.9
"Posso efetuar as compras direto pelo site, certo?",solicitacao_informacao,0.9
"oi querida, boa noite!",saudacao,0.9
"Passando pra avisar que já comprei a camisa, muito obrigada mesmo, amei demais e vou usar muito, tenho certeza",agradecimento,0.95
<anexado: 00000012-PHOTO-2024-12-08-21-39-26.jpg>,nao_identificado,0.9
A calça eu não aguentei esperar e acabei comprando na I am Jean 🙈 falei com a loja e eles me enviaram uma malinha com peças incriveis.,nao_identificado,0.8
"oi meninas, bom dia!",saudacao,0.95
vocês estão bem?,saudacao,0.9
"recebi a camisa, mas ela veio no tamanho G",troca_devolucao,0.95
vocês podem me ajudar ? <Mensagem editada>,solicitacao_informacao,0.8
"eu provei no presencial a número 38 e fixou super apertada, essa que veio ficou larga, será que tem um meio termo?",troca_devolucao,0.9
se eu for até a loja em janeiro eles conseguem ajustar?,evento_presencial,0.9
"oi querida, bom dia e Feliz Ano Novo",saudacao,0.9
"Sim, elas me atenderam maravilhosamente bem e acabei comprando mais duas peças",agradecimento,0.9
obrigada por todo carinho e atenção,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Olá,saudacao,0.95
Ah ótimo,confirmacao,0.9
Muito obrigada,agradecimento,0.95
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Uauuu,reacao_emocional,0.9
Estarei lá!😘,evento_presencial,0.9
"Gente, me socorram!! 😅
Qdo puderem, por favor, preciso de ajuda: não consigo finalizar meu pedido pq não está reconhecendo minha senha de cadastro",problema_tecnico,0.95
Oie!!!,saudacao,0.95
Obrigada pelo retorno!!,agradecimento,0.95
tatiane.matsubara@hotmail.com,nao_identificado,0.9
Prajá 😉,confirmacao,0.8
"Como estava acontecendo antes, não recebo o link p recriar a senha.
Nem no spam é enviado",problema_tecnico,0.9
"Oi!! Bom dia!!
Claro!! Obrigada pela ajuda",agradecimento,0.9
"Ainda não chegou aqui, nem no Spam",rastreamento_pedido,0.95
Oie,saudacao,0.9
Chegou na outra conta de e-mail,rastreamento_pedido,0.85
<anexado: 00000029-PHOTO-2024-11-26-14-23-11.jpg>,nao_identificado,0.9
Exatamente,confirmacao,0.9
Deu certo com o Gmail,confirmacao,0.9
Sim,confirmacao,0.9
Fiz uma tentativa de recadastrar com o Gmail,problema_tecnico,0.9
Mas o primeiro havia sido feito com o Hotmail,nao_identificado,0.8
Mas rediz a senha novamente e deu certo,problema_tecnico,0.9
Obrigada pela ajuda,agradecimento,0.95
Não precisa,nao_identificado,0.8
Já está funcionando com o Gmail,confirmacao,0.9
Obrigada,agradecimento,0.95
"Qual seu nome, por gentileza?!",solicitacao_informacao,0.8
"Obrigada pela atenção e gentileza, Ana!🥰",agradecimento,0.95
<anexado: 00000052-STICKER-2024-11-26-14-33-43.webp>,reacao_emocional,0.8
"As mensagens e ligações são protegidas com a criptografia de ponta a ponta. Somente as pessoas que fazem parte da conversa podem ler, ouvir e compartilhar esse conteúdo.",nao_identificado,0.9
Olá! Que bom receber esta mensagem!  Obrigada!!!,agradecimento,0.95
Olá! Nossa nem percebi que era feriado!,nao_identificado,0.8
Posso tentar ver se consigo passar lá amanhã por volta de 14:00,evento_presencial,0.8
Pode sim! Bom dia!,saudacao,0.8
